Year,Age_Group,Category,Visits_Thousands,Visits_Millions
2000,All ages,Hospital emergency departments,37.0,0.037
2001,All ages,Hospital emergency departments,36.0,0.036
2002,All ages,Hospital emergency departments,36.0,0.036
2003,All ages,Hospital emergency departments,38.0,0.038
2004,All ages,Hospital emergency departments,35.0,0.035
2005,All ages,Hospital emergency departments,37.0,0.037
2006,All ages,Hospital emergency departments,36.0,0.036
2007,All ages,Hospital emergency departments,36.0,0.036
2008,All ages,Hospital emergency departments,38.0,0.038
2009,All ages,Hospital emergency departments,41.0,0.041
2010,All ages,Hospital emergency departments,41.0,0.041
2011,All ages,Hospital emergency departments,42.0,0.042
2012,All ages,Hospital emergency departments,40.0,0.04
2013,All ages,Hospital emergency departments,40.0,0.04
2014,All ages,Hospital emergency departments,41.0,0.041
2015,All ages,Hospital emergency departments,42.0,0.042
2016,All ages,Hospital emergency departments,44.0,0.044
2017,All ages,Hospital emergency departments,40.0,0.04
2018,All ages,Hospital emergency departments,36.0,0.036
2000,All ages,Hospital emergency departments,62.0,0.062
2001,All ages,Hospital emergency departments,65.0,0.065
2002,All ages,Hospital emergency departments,71.0,0.071
2003,All ages,Hospital emergency departments,71.0,0.071
2004,All ages,Hospital emergency departments,70.0,0.07
2005,All ages,Hospital emergency departments,70.0,0.07
2006,All ages,Hospital emergency departments,81.0,0.081
2007,All ages,Hospital emergency departments,76.0,0.076
2008,All ages,Hospital emergency departments,78.0,0.078
2009,All ages,Hospital emergency departments,85.0,0.085
2010,All ages,Hospital emergency departments,73.0,0.073
2011,All ages,Hospital emergency departments,85.0,0.085
2012,All ages,Hospital emergency departments,79.0,0.079
2013,All ages,Hospital emergency departments,73.0,0.073
2014,All ages,Hospital emergency departments,95.0,0.095
2015,All ages,Hospital emergency departments,78.0,0.078
2016,All ages,Hospital emergency departments,81.0,0.081
2017,All ages,Hospital emergency departments,86.0,0.086
2018,All ages,Hospital emergency departments,85.0,0.085
2000,All ages,Hospital emergency departments,39.0,0.039
2001,All ages,Hospital emergency departments,38.0,0.038
2002,All ages,Hospital emergency departments,39.0,0.039
2003,All ages,Hospital emergency departments,40.0,0.04
2004,All ages,Hospital emergency departments,38.0,0.038
2005,All ages,Hospital emergency departments,40.0,0.04
2006,All ages,Hospital emergency departments,41.0,0.041
2007,All ages,Hospital emergency departments,39.0,0.039
2008,All ages,Hospital emergency departments,41.0,0.041
2009,All ages,Hospital emergency departments,45.0,0.045
2010,All ages,Hospital emergency departments,43.0,0.043
2011,All ages,Hospital emergency departments,44.0,0.044
2012,All ages,Hospital emergency departments,42.0,0.042
2013,All ages,Hospital emergency departments,42.0,0.042
2014,All ages,Hospital emergency departments,45.0,0.045
2015,All ages,Hospital emergency departments,43.0,0.043
2016,All ages,Hospital emergency departments,46.0,0.046
2017,All ages,Hospital emergency departments,43.0,0.043
2018,All ages,Hospital emergency departments,40.0,0.04
2000,Under 18 years,Hospital emergency departments,38.0,0.038
2001,Under 18 years,Hospital emergency departments,36.0,0.036
2002,Under 18 years,Hospital emergency departments,38.0,0.038
2003,Under 18 years,Hospital emergency departments,40.0,0.04
2004,Under 18 years,Hospital emergency departments,37.0,0.037
2005,Under 18 years,Hospital emergency departments,39.0,0.039
2006,Under 18 years,Hospital emergency departments,36.0,0.036
2007,Under 18 years,Hospital emergency departments,36.0,0.036
2008,Under 18 years,Hospital emergency departments,38.0,0.038
2009,Under 18 years,Hospital emergency departments,45.0,0.045
2010,Under 18 years,Hospital emergency departments,40.0,0.04
2011,Under 18 years,Hospital emergency departments,40.0,0.04
2012,Under 18 years,Hospital emergency departments,38.0,0.038
2013,Under 18 years,Hospital emergency departments,38.0,0.038
2014,Under 18 years,Hospital emergency departments,44.0,0.044
2015,Under 18 years,Hospital emergency departments,43.0,0.043
2016,Under 18 years,Hospital emergency departments,44.0,0.044
2017,Under 18 years,Hospital emergency departments,46.0,0.046
2018,Under 18 years,Hospital emergency departments,40.0,0.04
2000,18-44 years,Hospital emergency departments,42.0,0.042
2001,18-44 years,Hospital emergency departments,42.0,0.042
2002,18-44 years,Hospital emergency departments,42.0,0.042
2003,18-44 years,Hospital emergency departments,42.0,0.042
2004,18-44 years,Hospital emergency departments,42.0,0.042
2005,18-44 years,Hospital emergency departments,43.0,0.043
2006,18-44 years,Hospital emergency departments,45.0,0.045
2007,18-44 years,Hospital emergency departments,43.0,0.043
2008,18-44 years,Hospital emergency departments,46.0,0.046
2009,18-44 years,Hospital emergency departments,49.0,0.049
2010,18-44 years,Hospital emergency departments,48.0,0.048
2011,18-44 years,Hospital emergency departments,51.0,0.051
2012,18-44 years,Hospital emergency departments,48.0,0.048
2013,18-44 years,Hospital emergency departments,46.0,0.046
2014,18-44 years,Hospital emergency departments,50.0,0.05
2015,18-44 years,Hospital emergency departments,48.0,0.048
2016,18-44 years,Hospital emergency departments,50.0,0.05
2017,18-44 years,Hospital emergency departments,47.0,0.047
2018,18-44 years,Hospital emergency departments,41.0,0.041
2000,45-64 years,Hospital emergency departments,30.0,0.03
2001,45-64 years,Hospital emergency departments,30.0,0.03
2002,45-64 years,Hospital emergency departments,30.0,0.03
2003,45-64 years,Hospital emergency departments,31.0,0.031
2004,45-64 years,Hospital emergency departments,31.0,0.031
2005,45-64 years,Hospital emergency departments,31.0,0.031
2006,45-64 years,Hospital emergency departments,34.0,0.034
2007,45-64 years,Hospital emergency departments,32.0,0.032
2008,45-64 years,Hospital emergency departments,34.0,0.034
2009,45-64 years,Hospital emergency departments,37.0,0.037
2010,45-64 years,Hospital emergency departments,35.0,0.035
2011,45-64 years,Hospital emergency departments,36.0,0.036
2012,45-64 years,Hospital emergency departments,35.0,0.035
2013,45-64 years,Hospital emergency departments,37.0,0.037
2014,45-64 years,Hospital emergency departments,37.0,0.037
2015,45-64 years,Hospital emergency departments,35.0,0.035
2016,45-64 years,Hospital emergency departments,41.0,0.041
2017,45-64 years,Hospital emergency departments,36.0,0.036
2018,45-64 years,Hospital emergency departments,37.0,0.037
2000,45-54 years,Hospital emergency departments,30.0,0.03
2001,45-54 years,Hospital emergency departments,30.0,0.03
2002,45-54 years,Hospital emergency departments,30.0,0.03
2003,45-54 years,Hospital emergency departments,32.0,0.032
2004,45-54 years,Hospital emergency departments,32.0,0.032
2005,45-54 years,Hospital emergency departments,31.0,0.031
2006,45-54 years,Hospital emergency departments,37.0,0.037
2007,45-54 years,Hospital emergency departments,34.0,0.034
2008,45-54 years,Hospital emergency departments,36.0,0.036
2009,45-54 years,Hospital emergency departments,39.0,0.039
2010,45-54 years,Hospital emergency departments,38.0,0.038
2011,45-54 years,Hospital emergency departments,40.0,0.04
2012,45-54 years,Hospital emergency departments,37.0,0.037
2013,45-54 years,Hospital emergency departments,40.0,0.04
2014,45-54 years,Hospital emergency departments,40.0,0.04
2015,45-54 years,Hospital emergency departments,38.0,0.038
2016,45-54 years,Hospital emergency departments,44.0,0.044
2017,45-54 years,Hospital emergency departments,39.0,0.039
2018,45-54 years,Hospital emergency departments,37.0,0.037
2000,55-64 years,Hospital emergency departments,30.0,0.03
2001,55-64 years,Hospital emergency departments,30.0,0.03
2002,55-64 years,Hospital emergency departments,30.0,0.03
2003,55-64 years,Hospital emergency departments,29.0,0.029
2004,55-64 years,Hospital emergency departments,29.0,0.029
2005,55-64 years,Hospital emergency departments,30.0,0.03
2006,55-64 years,Hospital emergency departments,31.0,0.031
2007,55-64 years,Hospital emergency departments,29.0,0.029
2008,55-64 years,Hospital emergency departments,32.0,0.032
2009,55-64 years,Hospital emergency departments,35.0,0.035
2010,55-64 years,Hospital emergency departments,32.0,0.032
2011,55-64 years,Hospital emergency departments,32.0,0.032
2012,55-64 years,Hospital emergency departments,33.0,0.033
2013,55-64 years,Hospital emergency departments,33.0,0.033
2014,55-64 years,Hospital emergency departments,34.0,0.034
2015,55-64 years,Hospital emergency departments,32.0,0.032
2016,55-64 years,Hospital emergency departments,38.0,0.038
2017,55-64 years,Hospital emergency departments,32.0,0.032
2018,55-64 years,Hospital emergency departments,36.0,0.036
2000,65 years and over,Hospital emergency departments,50.0,0.05
2001,65 years and over,Hospital emergency departments,47.0,0.047
2002,65 years and over,Hospital emergency departments,49.0,0.049
2003,65 years and over,Hospital emergency departments,51.0,0.051
2004,65 years and over,Hospital emergency departments,45.0,0.045
2005,65 years and over,Hospital emergency departments,48.0,0.048
2006,65 years and over,Hospital emergency departments,49.0,0.049
2007,65 years and over,Hospital emergency departments,48.0,0.048
2008,65 years and over,Hospital emergency departments,52.0,0.052
2009,65 years and over,Hospital emergency departments,52.0,0.052
2010,65 years and over,Hospital emergency departments,50.0,0.05
2011,65 years and over,Hospital emergency departments,51.0,0.051
2012,65 years and over,Hospital emergency departments,50.0,0.05
2013,65 years and over,Hospital emergency departments,48.0,0.048
2014,65 years and over,Hospital emergency departments,48.0,0.048
2015,65 years and over,Hospital emergency departments,46.0,0.046
2016,65 years and over,Hospital emergency departments,48.0,0.048
2017,65 years and over,Hospital emergency departments,45.0,0.045
2018,65 years and over,Hospital emergency departments,45.0,0.045
2000,65-74 years,Hospital emergency departments,37.0,0.037
2001,65-74 years,Hospital emergency departments,36.0,0.036
2002,65-74 years,Hospital emergency departments,38.0,0.038
2003,65-74 years,Hospital emergency departments,40.0,0.04
2004,65-74 years,Hospital emergency departments,34.0,0.034
2005,65-74 years,Hospital emergency departments,37.0,0.037
2006,65-74 years,Hospital emergency departments,38.0,0.038
2007,65-74 years,Hospital emergency departments,36.0,0.036
2008,65-74 years,Hospital emergency departments,38.0,0.038
2009,65-74 years,Hospital emergency departments,41.0,0.041
2010,65-74 years,Hospital emergency departments,39.0,0.039
2011,65-74 years,Hospital emergency departments,37.0,0.037
2012,65-74 years,Hospital emergency departments,38.0,0.038
2013,65-74 years,Hospital emergency departments,37.0,0.037
2014,65-74 years,Hospital emergency departments,37.0,0.037
2015,65-74 years,Hospital emergency departments,36.0,0.036
2016,65-74 years,Hospital emergency departments,39.0,0.039
2017,65-74 years,Hospital emergency departments,35.0,0.035
2018,65-74 years,Hospital emergency departments,35.0,0.035
2000,75 years and over,Hospital emergency departments,65.0,0.065
2001,75 years and over,Hospital emergency departments,60.0,0.06
2002,75 years and over,Hospital emergency departments,61.0,0.061
2003,75 years and over,Hospital emergency departments,64.0,0.064
2004,75 years and over,Hospital emergency departments,58.0,0.058
2005,75 years and over,Hospital emergency departments,60.0,0.06
2006,75 years and over,Hospital emergency departments,60.0,0.06
2007,75 years and over,Hospital emergency departments,62.0,0.062
2008,75 years and over,Hospital emergency departments,68.0,0.068
2009,75 years and over,Hospital emergency departments,66.0,0.066
2010,75 years and over,Hospital emergency departments,64.0,0.064
2011,75 years and over,Hospital emergency departments,68.0,0.068
2012,75 years and over,Hospital emergency departments,66.0,0.066
2013,75 years and over,Hospital emergency departments,62.0,0.062
2014,75 years and over,Hospital emergency departments,64.0,0.064
2015,75 years and over,Hospital emergency departments,60.0,0.06
2016,75 years and over,Hospital emergency departments,62.0,0.062
2017,75 years and over,Hospital emergency departments,60.0,0.06
2018,75 years and over,Hospital emergency departments,60.0,0.06
2000,All ages,Hospital emergency departments,38.0,0.038
2001,All ages,Hospital emergency departments,37.0,0.037
2002,All ages,Hospital emergency departments,37.0,0.037
2003,All ages,Hospital emergency departments,38.0,0.038
2004,All ages,Hospital emergency departments,36.0,0.036
2005,All ages,Hospital emergency departments,37.0,0.037
2006,All ages,Hospital emergency departments,38.0,0.038
2007,All ages,Hospital emergency departments,37.0,0.037
2008,All ages,Hospital emergency departments,39.0,0.039
2009,All ages,Hospital emergency departments,42.0,0.042
2010,All ages,Hospital emergency departments,39.0,0.039
2011,All ages,Hospital emergency departments,41.0,0.041
2012,All ages,Hospital emergency departments,39.0,0.039
2013,All ages,Hospital emergency departments,38.0,0.038
2014,All ages,Hospital emergency departments,42.0,0.042
2015,All ages,Hospital emergency departments,39.0,0.039
2016,All ages,Hospital emergency departments,42.0,0.042
2017,All ages,Hospital emergency departments,39.0,0.039
2018,All ages,Hospital emergency departments,37.0,0.037
2000,All ages,Hospital emergency departments,41.0,0.041
2001,All ages,Hospital emergency departments,40.0,0.04
2002,All ages,Hospital emergency departments,41.0,0.041
2003,All ages,Hospital emergency departments,42.0,0.042
2004,All ages,Hospital emergency departments,41.0,0.041
2005,All ages,Hospital emergency departments,42.0,0.042
2006,All ages,Hospital emergency departments,43.0,0.043
2007,All ages,Hospital emergency departments,42.0,0.042
2008,All ages,Hospital emergency departments,44.0,0.044
2009,All ages,Hospital emergency departments,48.0,0.048
2010,All ages,Hospital emergency departments,46.0,0.046
2011,All ages,Hospital emergency departments,48.0,0.048
2012,All ages,Hospital emergency departments,46.0,0.046
2013,All ages,Hospital emergency departments,46.0,0.046
2014,All ages,Hospital emergency departments,48.0,0.048
2015,All ages,Hospital emergency departments,47.0,0.047
2016,All ages,Hospital emergency departments,49.0,0.049
2017,All ages,Hospital emergency departments,47.0,0.047
2018,All ages,Hospital emergency departments,44.0,0.044
2000,Under 18 years,Hospital emergency departments,41.0,0.041
2001,Under 18 years,Hospital emergency departments,38.0,0.038
2002,Under 18 years,Hospital emergency departments,39.0,0.039
2003,Under 18 years,Hospital emergency departments,41.0,0.041
2004,Under 18 years,Hospital emergency departments,38.0,0.038
2005,Under 18 years,Hospital emergency departments,41.0,0.041
2006,Under 18 years,Hospital emergency departments,36.0,0.036
2007,Under 18 years,Hospital emergency departments,38.0,0.038
2008,Under 18 years,Hospital emergency departments,39.0,0.039
2009,Under 18 years,Hospital emergency departments,46.0,0.046
2010,Under 18 years,Hospital emergency departments,43.0,0.043
2011,Under 18 years,Hospital emergency departments,41.0,0.041
2012,Under 18 years,Hospital emergency departments,37.0,0.037
2013,Under 18 years,Hospital emergency departments,39.0,0.039
2014,Under 18 years,Hospital emergency departments,45.0,0.045
2015,Under 18 years,Hospital emergency departments,44.0,0.044
2016,Under 18 years,Hospital emergency departments,45.0,0.045
2017,Under 18 years,Hospital emergency departments,47.0,0.047
2018,Under 18 years,Hospital emergency departments,40.0,0.04
2000,18-44 years,Hospital emergency departments,38.0,0.038
2001,18-44 years,Hospital emergency departments,39.0,0.039
2002,18-44 years,Hospital emergency departments,37.0,0.037
2003,18-44 years,Hospital emergency departments,37.0,0.037
2004,18-44 years,Hospital emergency departments,36.0,0.036
2005,18-44 years,Hospital emergency departments,38.0,0.038
2006,18-44 years,Hospital emergency departments,39.0,0.039
2007,18-44 years,Hospital emergency departments,37.0,0.037
2008,18-44 years,Hospital emergency departments,39.0,0.039
2009,18-44 years,Hospital emergency departments,40.0,0.04
2010,18-44 years,Hospital emergency departments,38.0,0.038
2011,18-44 years,Hospital emergency departments,43.0,0.043
2012,18-44 years,Hospital emergency departments,40.0,0.04
2013,18-44 years,Hospital emergency departments,37.0,0.037
2014,18-44 years,Hospital emergency departments,42.0,0.042
2015,18-44 years,Hospital emergency departments,39.0,0.039
2016,18-44 years,Hospital emergency departments,41.0,0.041
2017,18-44 years,Hospital emergency departments,37.0,0.037
2018,18-44 years,Hospital emergency departments,33.0,0.033
2000,45-54 years,Hospital emergency departments,30.0,0.03
2001,45-54 years,Hospital emergency departments,29.0,0.029
2002,45-54 years,Hospital emergency departments,29.0,0.029
2003,45-54 years,Hospital emergency departments,30.0,0.03
2004,45-54 years,Hospital emergency departments,31.0,0.031
2005,45-54 years,Hospital emergency departments,29.0,0.029
2006,45-54 years,Hospital emergency departments,36.0,0.036
2007,45-54 years,Hospital emergency departments,34.0,0.034
2008,45-54 years,Hospital emergency departments,35.0,0.035
2009,45-54 years,Hospital emergency departments,36.0,0.036
2010,45-54 years,Hospital emergency departments,35.0,0.035
2011,45-54 years,Hospital emergency departments,38.0,0.038
2012,45-54 years,Hospital emergency departments,35.0,0.035
2013,45-54 years,Hospital emergency departments,37.0,0.037
2014,45-54 years,Hospital emergency departments,41.0,0.041
2015,45-54 years,Hospital emergency departments,36.0,0.036
2016,45-54 years,Hospital emergency departments,41.0,0.041
2017,45-54 years,Hospital emergency departments,38.0,0.038
2018,45-54 years,Hospital emergency departments,35.0,0.035
2000,55-64 years,Hospital emergency departments,30.0,0.03
2001,55-64 years,Hospital emergency departments,28.0,0.028
2002,55-64 years,Hospital emergency departments,28.0,0.028
2003,55-64 years,Hospital emergency departments,29.0,0.029
2004,55-64 years,Hospital emergency departments,28.0,0.028
2005,55-64 years,Hospital emergency departments,28.0,0.028
2006,55-64 years,Hospital emergency departments,31.0,0.031
2007,55-64 years,Hospital emergency departments,29.0,0.029
2008,55-64 years,Hospital emergency departments,31.0,0.031
2009,55-64 years,Hospital emergency departments,34.0,0.034
2010,55-64 years,Hospital emergency departments,32.0,0.032
2011,55-64 years,Hospital emergency departments,34.0,0.034
2012,55-64 years,Hospital emergency departments,33.0,0.033
2013,55-64 years,Hospital emergency departments,34.0,0.034
2014,55-64 years,Hospital emergency departments,31.0,0.031
2015,55-64 years,Hospital emergency departments,31.0,0.031
2016,55-64 years,Hospital emergency departments,39.0,0.039
2017,55-64 years,Hospital emergency departments,30.0,0.03
2018,55-64 years,Hospital emergency departments,35.0,0.035
2000,65-74 years,Hospital emergency departments,36.0,0.036
2001,65-74 years,Hospital emergency departments,38.0,0.038
2002,65-74 years,Hospital emergency departments,38.0,0.038
2003,65-74 years,Hospital emergency departments,41.0,0.041
2004,65-74 years,Hospital emergency departments,34.0,0.034
2005,65-74 years,Hospital emergency departments,39.0,0.039
2006,65-74 years,Hospital emergency departments,38.0,0.038
2007,65-74 years,Hospital emergency departments,36.0,0.036
2008,65-74 years,Hospital emergency departments,38.0,0.038
2009,65-74 years,Hospital emergency departments,40.0,0.04
2010,65-74 years,Hospital emergency departments,37.0,0.037
2011,65-74 years,Hospital emergency departments,37.0,0.037
2012,65-74 years,Hospital emergency departments,38.0,0.038
2013,65-74 years,Hospital emergency departments,36.0,0.036
2014,65-74 years,Hospital emergency departments,37.0,0.037
2015,65-74 years,Hospital emergency departments,34.0,0.034
2016,65-74 years,Hospital emergency departments,39.0,0.039
2017,65-74 years,Hospital emergency departments,33.0,0.033
2018,65-74 years,Hospital emergency departments,35.0,0.035
2000,75 years and over,Hospital emergency departments,59.0,0.059
2001,75 years and over,Hospital emergency departments,57.0,0.057
2002,75 years and over,Hospital emergency departments,58.0,0.058
2003,75 years and over,Hospital emergency departments,67.0,0.067
2004,75 years and over,Hospital emergency departments,56.0,0.056
2005,75 years and over,Hospital emergency departments,60.0,0.06
2006,75 years and over,Hospital emergency departments,58.0,0.058
2007,75 years and over,Hospital emergency departments,56.0,0.056
2008,75 years and over,Hospital emergency departments,68.0,0.068
2009,75 years and over,Hospital emergency departments,63.0,0.063
2010,75 years and over,Hospital emergency departments,60.0,0.06
2011,75 years and over,Hospital emergency departments,62.0,0.062
2012,75 years and over,Hospital emergency departments,62.0,0.062
2013,75 years and over,Hospital emergency departments,55.0,0.055
2014,75 years and over,Hospital emergency departments,61.0,0.061
2015,75 years and over,Hospital emergency departments,60.0,0.06
2016,75 years and over,Hospital emergency departments,62.0,0.062
2017,75 years and over,Hospital emergency departments,55.0,0.055
2018,75 years and over,Hospital emergency departments,56.0,0.056
2000,Under 18 years,Hospital emergency departments,35.0,0.035
2001,Under 18 years,Hospital emergency departments,34.0,0.034
2002,Under 18 years,Hospital emergency departments,38.0,0.038
2003,Under 18 years,Hospital emergency departments,38.0,0.038
2004,Under 18 years,Hospital emergency departments,36.0,0.036
2005,Under 18 years,Hospital emergency departments,38.0,0.038
2006,Under 18 years,Hospital emergency departments,36.0,0.036
2007,Under 18 years,Hospital emergency departments,35.0,0.035
2008,Under 18 years,Hospital emergency departments,36.0,0.036
2009,Under 18 years,Hospital emergency departments,43.0,0.043
2010,Under 18 years,Hospital emergency departments,37.0,0.037
2011,Under 18 years,Hospital emergency departments,39.0,0.039
2012,Under 18 years,Hospital emergency departments,38.0,0.038
2013,Under 18 years,Hospital emergency departments,38.0,0.038
2014,Under 18 years,Hospital emergency departments,43.0,0.043
2015,Under 18 years,Hospital emergency departments,43.0,0.043
2016,Under 18 years,Hospital emergency departments,43.0,0.043
2017,Under 18 years,Hospital emergency departments,45.0,0.045
2018,Under 18 years,Hospital emergency departments,40.0,0.04
2000,18-44 years,Hospital emergency departments,46.0,0.046
2001,18-44 years,Hospital emergency departments,45.0,0.045
2002,18-44 years,Hospital emergency departments,46.0,0.046
2003,18-44 years,Hospital emergency departments,47.0,0.047
2004,18-44 years,Hospital emergency departments,47.0,0.047
2005,18-44 years,Hospital emergency departments,48.0,0.048
2006,18-44 years,Hospital emergency departments,52.0,0.052
2007,18-44 years,Hospital emergency departments,49.0,0.049
2008,18-44 years,Hospital emergency departments,53.0,0.053
2009,18-44 years,Hospital emergency departments,57.0,0.057
2010,18-44 years,Hospital emergency departments,57.0,0.057
2011,18-44 years,Hospital emergency departments,59.0,0.059
2012,18-44 years,Hospital emergency departments,56.0,0.056
2013,18-44 years,Hospital emergency departments,55.0,0.055
2014,18-44 years,Hospital emergency departments,59.0,0.059
2015,18-44 years,Hospital emergency departments,57.0,0.057
2016,18-44 years,Hospital emergency departments,58.0,0.058
2017,18-44 years,Hospital emergency departments,56.0,0.056
2018,18-44 years,Hospital emergency departments,49.0,0.049
2000,45-54 years,Hospital emergency departments,31.0,0.031
2001,45-54 years,Hospital emergency departments,31.0,0.031
2002,45-54 years,Hospital emergency departments,32.0,0.032
2003,45-54 years,Hospital emergency departments,33.0,0.033
2004,45-54 years,Hospital emergency departments,33.0,0.033
2005,45-54 years,Hospital emergency departments,33.0,0.033
2006,45-54 years,Hospital emergency departments,37.0,0.037
2007,45-54 years,Hospital emergency departments,35.0,0.035
2008,45-54 years,Hospital emergency departments,36.0,0.036
2009,45-54 years,Hospital emergency departments,42.0,0.042
2010,45-54 years,Hospital emergency departments,40.0,0.04
2011,45-54 years,Hospital emergency departments,41.0,0.041
2012,45-54 years,Hospital emergency departments,40.0,0.04
2013,45-54 years,Hospital emergency departments,43.0,0.043
2014,45-54 years,Hospital emergency departments,39.0,0.039
2015,45-54 years,Hospital emergency departments,39.0,0.039
2016,45-54 years,Hospital emergency departments,47.0,0.047
2017,45-54 years,Hospital emergency departments,41.0,0.041
2018,45-54 years,Hospital emergency departments,39.0,0.039
2000,55-64 years,Hospital emergency departments,31.0,0.031
2001,55-64 years,Hospital emergency departments,32.0,0.032
2002,55-64 years,Hospital emergency departments,32.0,0.032
2003,55-64 years,Hospital emergency departments,30.0,0.03
2004,55-64 years,Hospital emergency departments,30.0,0.03
2005,55-64 years,Hospital emergency departments,32.0,0.032
2006,55-64 years,Hospital emergency departments,31.0,0.031
2007,55-64 years,Hospital emergency departments,30.0,0.03
2008,55-64 years,Hospital emergency departments,33.0,0.033
2009,55-64 years,Hospital emergency departments,35.0,0.035
2010,55-64 years,Hospital emergency departments,31.0,0.031
2011,55-64 years,Hospital emergency departments,31.0,0.031
2012,55-64 years,Hospital emergency departments,32.0,0.032
2013,55-64 years,Hospital emergency departments,33.0,0.033
2014,55-64 years,Hospital emergency departments,36.0,0.036
2015,55-64 years,Hospital emergency departments,33.0,0.033
2016,55-64 years,Hospital emergency departments,38.0,0.038
2017,55-64 years,Hospital emergency departments,34.0,0.034
2018,55-64 years,Hospital emergency departments,37.0,0.037
2000,65-74 years,Hospital emergency departments,37.0,0.037
2001,65-74 years,Hospital emergency departments,35.0,0.035
2002,65-74 years,Hospital emergency departments,37.0,0.037
2003,65-74 years,Hospital emergency departments,39.0,0.039
2004,65-74 years,Hospital emergency departments,34.0,0.034
2005,65-74 years,Hospital emergency departments,35.0,0.035
2006,65-74 years,Hospital emergency departments,38.0,0.038
2007,65-74 years,Hospital emergency departments,36.0,0.036
2008,65-74 years,Hospital emergency departments,37.0,0.037
2009,65-74 years,Hospital emergency departments,42.0,0.042
2010,65-74 years,Hospital emergency departments,40.0,0.04
2011,65-74 years,Hospital emergency departments,37.0,0.037
2012,65-74 years,Hospital emergency departments,37.0,0.037
2013,65-74 years,Hospital emergency departments,39.0,0.039
2014,65-74 years,Hospital emergency departments,37.0,0.037
2015,65-74 years,Hospital emergency departments,38.0,0.038
2016,65-74 years,Hospital emergency departments,38.0,0.038
2017,65-74 years,Hospital emergency departments,37.0,0.037
2018,65-74 years,Hospital emergency departments,36.0,0.036
2000,75 years and over,Hospital emergency departments,69.0,0.069
2001,75 years and over,Hospital emergency departments,61.0,0.061
2002,75 years and over,Hospital emergency departments,63.0,0.063
2003,75 years and over,Hospital emergency departments,63.0,0.063
2004,75 years and over,Hospital emergency departments,59.0,0.059
2005,75 years and over,Hospital emergency departments,59.0,0.059
2006,75 years and over,Hospital emergency departments,62.0,0.062
2007,75 years and over,Hospital emergency departments,66.0,0.066
2008,75 years and over,Hospital emergency departments,68.0,0.068
2009,75 years and over,Hospital emergency departments,68.0,0.068
2010,75 years and over,Hospital emergency departments,66.0,0.066
2011,75 years and over,Hospital emergency departments,72.0,0.072
2012,75 years and over,Hospital emergency departments,68.0,0.068
2013,75 years and over,Hospital emergency departments,67.0,0.067
2014,75 years and over,Hospital emergency departments,67.0,0.067
2015,75 years and over,Hospital emergency departments,61.0,0.061
2016,75 years and over,Hospital emergency departments,62.0,0.062
2017,75 years and over,Hospital emergency departments,64.0,0.064
2018,75 years and over,Hospital emergency departments,62.0,0.062
2000,All ages,Hospital emergency departments,37.0,0.037
2001,All ages,Hospital emergency departments,36.0,0.036
2002,All ages,Hospital emergency departments,36.0,0.036
2003,All ages,Hospital emergency departments,37.0,0.037
2004,All ages,Hospital emergency departments,35.0,0.035
2005,All ages,Hospital emergency departments,37.0,0.037
2006,All ages,Hospital emergency departments,36.0,0.036
2007,All ages,Hospital emergency departments,36.0,0.036
2008,All ages,Hospital emergency departments,37.0,0.037
2009,All ages,Hospital emergency departments,41.0,0.041
2010,All ages,Hospital emergency departments,40.0,0.04
2011,All ages,Hospital emergency departments,41.0,0.041
2012,All ages,Hospital emergency departments,39.0,0.039
2013,All ages,Hospital emergency departments,40.0,0.04
2014,All ages,Hospital emergency departments,40.0,0.04
2015,All ages,Hospital emergency departments,41.0,0.041
2016,All ages,Hospital emergency departments,44.0,0.044
2017,All ages,Hospital emergency departments,40.0,0.04
2018,All ages,Hospital emergency departments,36.0,0.036
2000,All ages,Hospital emergency departments,62.0,0.062
2001,All ages,Hospital emergency departments,64.0,0.064
2002,All ages,Hospital emergency departments,70.0,0.07
2003,All ages,Hospital emergency departments,69.0,0.069
2004,All ages,Hospital emergency departments,69.0,0.069
2005,All ages,Hospital emergency departments,69.0,0.069
2006,All ages,Hospital emergency departments,80.0,0.08
2007,All ages,Hospital emergency departments,75.0,0.075
2008,All ages,Hospital emergency departments,77.0,0.077
2009,All ages,Hospital emergency departments,84.0,0.084
2010,All ages,Hospital emergency departments,72.0,0.072
2011,All ages,Hospital emergency departments,83.0,0.083
2012,All ages,Hospital emergency departments,78.0,0.078
2013,All ages,Hospital emergency departments,72.0,0.072
2014,All ages,Hospital emergency departments,95.0,0.095
2015,All ages,Hospital emergency departments,77.0,0.077
2016,All ages,Hospital emergency departments,80.0,0.08
2017,All ages,Hospital emergency departments,86.0,0.086
2018,All ages,Hospital emergency departments,84.0,0.084
2000,Under 18 years,Hospital emergency departments,36.0,0.036
2001,Under 18 years,Hospital emergency departments,34.0,0.034
2002,Under 18 years,Hospital emergency departments,36.0,0.036
2003,Under 18 years,Hospital emergency departments,38.0,0.038
2004,Under 18 years,Hospital emergency departments,35.0,0.035
2005,Under 18 years,Hospital emergency departments,37.0,0.037
2006,Under 18 years,Hospital emergency departments,32.0,0.032
2007,Under 18 years,Hospital emergency departments,34.0,0.034
2008,Under 18 years,Hospital emergency departments,34.0,0.034
2009,Under 18 years,Hospital emergency departments,40.0,0.04
2010,Under 18 years,Hospital emergency departments,39.0,0.039
